chr	start	end	size	artal	enhid
chr10	27110720	27111212	493	15	13047
chr10	27988711	27989069	359	15	13048
chr10	29122222	29122767	546	15	13049
chr10	29339551	29340172	622	15	13050
chr10	31100572	31101139	568	15	13051
chr10	36179138	36179672	535	15	13052
chr10	53480016	53480659	644	15	13053
chr10	63943609	63944189	581	15	13054
chr10	70205869	70206489	621	15	13055
chr10	71671262	71671809	548	15	13056
chr10	73349772	73350289	518	15	13057
chr10	75949659	75950328	670	15	13058
chr10	76748609	76749189	581	15	13059
chr10	79750559	79751070	512	15	13060
chr10	80853609	80854145	537	15	13061
chr10	82220488	82221010	523	15	13062
chr10	88639912	88640509	598	15	13063
chr10	89720917	89721359	443	15	13064
chr10	93449989	93450659	671	15	13065
chr10	104743734	104744261	528	15	13066
chr10	105553809	105554388	580	15	13067
chr10	111675206	111675738	533	15	13068
chr10	113685709	113686245	537	15	13069
chr10	115895478	115896020	543	15	13070
chr10	121254089	121254722	634	15	13071
chr10	126415712	126416401	690	15	13072
chr10	126718100	126718695	596	15	13073
chr10	126822362	126822939	578	15	13074
chr10	132927711	132928174	464	15	13075
chr10	134456100	134456809	710	15	13076
chr11	3443663	3444371	709	15	13077
chr11	12695444	12696176	733	15	13078
chr11	12751443	12752012	570	15	13079
chr11	18032949	18033512	564	15	13080
chr11	24788930	24789467	538	15	13081
chr11	28505112	28505615	504	15	13082
chr11	31043606	31044148	543	15	13083
chr11	35973226	35973787	562	15	13084
chr11	37251712	37252346	635	15	13085
chr11	40614512	40615029	518	15	13086
chr11	42734983	42735562	580	15	13087
chr11	45942956	45944176	1221	15	13088
chr11	49172962	49173479	518	15	13089
chr11	49217156	49217870	715	15	13090
chr11	61394084	61394717	634	15	13091
chr11	64691404	64692267	864	15	13092
chr11	65948904	65949529	626	15	13093
chr11	66698895	66699345	451	15	13094
chr11	67034934	67035561	628	15	13095
chr11	68274167	68274745	579	15	13096
chr11	70224467	70224961	495	15	13097
chr11	74153735	74154547	813	15	13098
chr11	76484862	76485432	571	15	13099
chr11	76504496	76505067	572	15	13100
chr11	85349383	85349970	588	15	13101
chr11	88422879	88423417	539	15	13102
chr11	89360867	89361396	530	15	13103
chr11	108457437	108457867	431	15	13104
chr11	113922846	113923412	567	15	13105
chr11	113949012	113949462	451	15	13106
chr11	114037645	114038534	890	15	13107
chr11	114089162	114089687	526	15	13108
chr11	119486112	119486708	597	15	13109
chr11	121331587	121332106	520	15	13110
chr11	125081014	125081708	695	15	13111
chr11	125941912	125942417	506	15	13112
chr11	129326095	129326583	489	15	13113
chr12	619472	620120	649	15	13114
chr12	6445220	6446054	835	15	13115
chr12	12764554	12765106	553	15	13116
chr12	14934469	14935025	557	15	13117
chr12	18556068	18556682	615	15	13118
chr12	20069917	20070325	409	15	13119
chr12	20136872	20137370	499	15	13120
chr12	21153922	21154432	511	15	13121
chr12	28473672	28474172	501	15	13122
chr12	39004622	39005150	529	15	13123
chr12	46520132	46520650	519	15	13124
chr12	46796854	46797354	501	15	13125
chr12	71998722	71999254	533	15	13126
chr12	75377811	75378398	588	15	13127
chr12	75442422	75443000	579	15	13128
chr12	80429482	80430000	519	15	13129
chr12	86773075	86773543	469	15	13130
chr12	92637717	92638225	509	15	13131
chr12	97203875	97204332	458	15	13132
chr12	107742625	107743232	608	15	13133
chr12	109596741	109597282	542	15	13134
chr12	111597275	111597754	480	15	13135
chr12	112456319	112456925	607	15	13136
chr12	115174254	115174939	686	15	13137
chr12	120130706	120131307	602	15	13138
chr12	121115775	121116334	560	15	13139
chr12	123237025	123237670	646	15	13140
chr12	130522567	130523116	550	15	13141
chr13	22839665	22840126	462	15	13142
chr13	24680622	24681401	780	15	13143
chr13	24704472	24705033	562	15	13144
chr13	29119776	29120351	576	15	13145
chr13	29400472	29401077	606	15	13146
chr13	33886125	33886593	469	15	13147
chr13	34594487	34595075	589	15	13148
chr13	34721885	34722422	538	15	13149
chr13	34775475	34776002	528	15	13150
chr13	36737674	36738343	670	15	13151
chr13	39937316	39937935	620	15	13152
chr13	43435237	43435676	440	15	13153
chr13	44848390	44849075	686	15	13154
chr13	50723176	50723702	527	15	13155
chr13	75207843	75208301	459	15	13156
chr13	84305222	84305725	504	15	13157
chr13	86086566	86087083	518	15	13158
chr13	89066875	89067375	501	15	13159
chr13	93854226	93854825	600	15	13160
chr13	94926376	94926924	549	15	13161
chr13	97561733	97562247	515	15	13162
chr13	105218216	105218725	510	15	13163
chr13	106359125	106359724	600	15	13164
chr13	107405551	107406124	574	15	13165
chr13	111269590	111270175	586	15	13166
chr14	30226686	30227304	619	15	13167
chr14	30381754	30382287	534	15	13168
chr14	35850057	35850576	520	15	13169
chr14	37716902	37717449	548	15	13170
chr14	53513999	53514549	551	15	13171
chr14	54810237	54810804	568	15	13172
chr14	55708345	55708804	460	15	13173
chr14	58943002	58943554	553	15	13174
chr14	65498852	65499412	561	15	13175
chr14	66128504	66129049	546	15	13176
chr14	75743661	75744257	597	15	13177
chr14	77506587	77507099	513	15	13178
chr14	77564176	77564799	624	15	13179
chr14	79996107	79996582	476	15	13180
chr14	81976037	81976559	523	15	13181
chr14	93250002	93250486	485	15	13182
chr14	94914249	94914857	609	15	13183
chr14	95030999	95031657	659	15	13184
chr14	106987545	106988109	565	15	13185
chr15	33319614	33320565	952	15	13186
chr15	35527865	35528502	638	15	13187
chr15	36712971	36713515	545	15	13188
chr15	39276815	39277283	469	15	13189
chr15	44389722	44390214	493	15	13190
chr15	44580438	44581121	684	15	13191
chr15	45104150	45104858	709	15	13192
chr15	45637150	45637615	466	15	13193
chr15	50168571	50169152	582	15	13194
chr15	52287258	52287815	558	15	13195
chr15	52944100	52944584	485	15	13196
chr15	52998168	52998672	505	15	13197
chr15	58903872	58904684	813	15	13198
chr15	58993701	58994205	505	15	13199
chr15	59063058	59063634	577	15	13200
chr15	60685084	60685711	628	15	13201
chr15	61305258	61305864	607	15	13202
chr15	65826618	65827125	508	15	13203
chr15	65848825	65849355	531	15	13204
chr15	75071472	75072014	543	15	13205
chr15	80194234	80194825	592	15	13206
chr15	90235555	90236106	552	15	13207
chr15	92015556	92016064	509	15	13208
chr15	94538022	94538458	437	15	13209
chr15	96100100	96100634	535	15	13210
chr15	96546471	96547022	552	15	13211
chr15	99306264	99306806	543	15	13212
chr15	99683421	99683925	505	15	13213
chr15	101312011	101312472	462	15	13214
chr15	101749061	101749525	465	15	13215
chr15	101785971	101786522	552	15	13216
chr16	1014300	1014854	555	15	13217
chr16	9097206	9097656	451	15	13218
chr16	9611879	9612404	526	15	13219
chr16	15154077	15154656	580	15	13220
chr16	16930756	16931304	549	15	13221
chr16	17407004	17407556	553	15	13222
chr16	19078596	19079486	891	15	13223
chr16	21525436	21525954	519	15	13224
chr16	22834954	22835449	496	15	13225
chr16	24998204	24998754	551	15	13226
chr16	25309754	25310254	501	15	13227
chr16	27523294	27524149	856	15	13228
chr16	30910079	30910656	578	15	13229
chr16	31142189	31142694	506	15	13230
chr16	33240917	33241354	438	15	13231
chr16	51774000	51774504	505	15	13232
chr16	52631615	52632404	790	15	13233
chr16	54459026	54459554	529	15	13234
chr16	67710399	67711077	679	15	13235
chr16	68081877	68082401	525	15	13236
chr16	69332636	69333154	519	15	13237
chr16	74121376	74121904	529	15	13238
chr16	74332004	74332549	546	15	13239
chr16	76892854	76893356	503	15	13240
chr16	79361554	79362054	501	15	13241
chr16	79673499	79674214	716	15	13242
chr16	79897954	79898454	501	15	13243
chr16	84483404	84484054	651	15	13244
chr16	84560594	84561304	711	15	13245
chr16	85558054	85558554	501	15	13246
chr16	85646476	85647054	579	15	13247
chr16	85707749	85708249	501	15	13248
chr17	2837109	2837724	616	15	13249
chr17	2898437	2898963	527	15	13250
chr17	3879878	3880559	682	15	13251
chr17	12032222	12032736	515	15	13252
chr17	14351975	14352579	605	15	13253
chr17	17397606	17398247	642	15	13254
chr17	19746673	19747109	437	15	13255
chr17	20086067	20086615	549	15	13256
chr17	21112915	21113509	595	15	13257
chr17	30484015	30484663	649	15	13258
chr17	37784963	37785747	785	15	13259
chr17	48943613	48944222	610	15	13260
chr17	49184179	49184828	650	15	13261
chr17	49816378	49817009	632	15	13262
chr17	55093929	55094559	631	15	13263
chr17	55660423	55661074	652	15	13264
chr17	57949556	57950128	573	15	13265
chr17	63459306	63459825	520	15	13266
chr17	67386959	67387672	714	15	13267
chr17	67531080	67531615	536	15	13268
chr17	69112456	69113006	551	15	13269
chr17	70403479	70404087	609	15	13270
chr17	70497871	70498378	508	15	13271
chr17	75474894	75475378	485	15	13272
chr17	77825259	77825828	570	15	13273
chr17	78004463	78005128	666	15	13274
chr17	78040456	78040925	470	15	13275
chr18	449270	449772	503	15	13276
chr18	776950	777451	502	15	13277
chr18	3261800	3262295	496	15	13278
chr18	3459335	3459758	424	15	13279
chr18	3595637	3596140	504	15	13280
chr18	5246045	5246649	605	15	13281
chr18	8162899	8163789	891	15	13282
chr18	12011785	12012349	565	15	13283
chr18	18747650	18748220	571	15	13284
chr18	22001445	22002090	646	15	13285
chr18	24283101	24283549	449	15	13286
chr18	39246185	39246760	576	15	13287
chr18	39430810	39431271	462	15	13288
chr18	51773622	51774435	814	15	13289
chr18	55415840	55416539	700	15	13290
chr18	56027585	56028099	515	15	13291
chr18	69498254	69498785	532	15	13292
chr18	71198699	71199251	553	15	13293
chr18	72132895	72133408	514	15	13294
chr19	1252893	1253854	962	15	13295
chr19	2041711	2042643	933	15	13296
chr19	3305077	3305624	548	15	13297
chr19	4342775	4343724	950	15	13298
chr19	4878024	4878574	551	15	13299
chr19	5003764	5004381	618	15	13300
chr19	13118277	13119003	727	15	13301
chr19	13265364	13266561	1198	15	13302
chr19	16254243	16254804	562	15	13303
chr19	18873164	18873734	571	15	13304
chr19	30211614	30212174	561	15	13305
chr19	33801512	33802114	603	15	13306
chr19	36208284	36208914	631	15	13307
chr19	45458074	45458764	691	15	13308
chr19	47753718	47754265	548	15	13309
chr19	48013176	48013825	650	15	13310
chr19	49137561	49138425	865	15	13311
chr19	49457734	49458393	660	15	13312
chr19	53061943	53062474	532	15	13313
chr19	54703918	54704387	470	15	13314
chr19	56166431	56166964	534	15	13315
chr2	7095719	7096311	593	15	13316
chr2	9970457	9971061	605	15	13317
chr2	15353687	15354266	580	15	13318
chr2	18299907	18300493	587	15	13319
chr2	19999657	20000092	436	15	13320
chr2	20035666	20036161	496	15	13321
chr2	24274192	24274811	620	15	13322
chr2	26909238	26909869	632	15	13323
chr2	29631861	29632416	556	15	13324
chr2	36587966	36588461	496	15	13325
chr2	38611007	38611947	941	15	13326
chr2	46816476	46817019	544	15	13327
chr2	54772767	54773328	562	15	13328
chr2	54806711	54807316	606	15	13329
chr2	62176931	62177492	562	15	13330
chr2	65600357	65600883	527	15	13331
chr2	67536469	67536934	466	15	13332
chr2	68667726	68668181	456	15	13333
chr2	79968592	79969244	653	15	13334
chr2	86299461	86299967	507	15	13335
chr2	98551343	98551844	502	15	13336
chr2	100477857	100478411	555	15	13337
chr2	106002124	106002714	591	15	13338
chr2	110290679	110291244	566	15	13339
chr2	112663706	112664376	671	15	13340
chr2	112715329	112715829	501	15	13341
chr2	113627007	113627484	478	15	13342
chr2	123169919	123170528	610	15	13343
chr2	123266844	123267407	564	15	13344
chr2	138592367	138592993	627	15	13345
chr2	148616061	148616615	555	15	13346
chr2	156046813	156047314	502	15	13347
chr2	158682342	158682993	652	15	13348
chr2	160129515	160130107	593	15	13349
chr2	162059734	162060224	491	15	13350
chr2	162328107	162328666	560	15	13351
chr2	168970511	168971071	561	15	13352
chr2	170657415	170657894	480	15	13353
chr2	180137083	180137666	584	15	13354
chr2	191099981	191100637	657	15	13355
chr2	192222992	192223743	752	15	13356
chr2	198030746	198031237	492	15	13357
chr2	204586969	204587574	606	15	13358
chr2	205398357	205398943	587	15	13359
chr2	218063729	218064165	437	15	13360
chr2	218537126	218537631	506	15	13361
chr2	219270764	219271555	792	15	13362
chr2	228542496	228543107	612	15	13363
chr2	234296193	234297044	852	15	13364
chr2	235959511	235960269	759	15	13365
chr2	237903633	237904224	592	15	13366
chr2	239208246	239209007	762	15	13367
chr2	239300757	239301194	438	15	13368
chr2	242596952	242597594	643	15	13369
chr20	871862	872471	610	15	13370
chr20	2524861	2525429	569	15	13371
chr20	8142196	8142755	560	15	13372
chr20	9324917	9325462	546	15	13373
chr20	10780905	10781405	501	15	13374
chr20	12021230	12021900	671	15	13375
chr20	22483500	22484039	540	15	13376
chr20	22725400	22725930	531	15	13377
chr20	31597929	31598455	527	15	13378
chr20	33547540	33548071	532	15	13379
chr20	35069667	35070171	505	15	13380
chr20	37130569	37131311	743	15	13381
chr20	39521230	39521705	476	15	13382
chr20	43974109	43974905	797	15	13383
chr20	49154655	49155255	601	15	13384
chr20	50527155	50527650	496	15	13385
chr21	23631232	23631643	412	15	13386
chr21	23896103	23896643	541	15	13387
chr21	26947403	26947907	505	15	13388
chr21	29339108	29339607	500	15	13389
chr21	30590153	30590693	541	15	13390
chr21	31712931	31713623	693	15	13391
chr21	31953288	31953684	397	15	13392
chr21	35426449	35426992	544	15	13393
chr21	43101481	43102073	593	15	13394
chr21	44157937	44158631	695	15	13395
chr21	44608901	44609536	636	15	13396
chr22	23505744	23506344	601	15	13397
chr22	32953294	32953862	569	15	13398
chr22	33707561	33708003	443	15	13399
chr22	33753786	33754321	536	15	13400
chr22	40267365	40267912	548	15	13401
chr22	41762911	41763594	684	15	13402
chr22	45062236	45062883	648	15	13403
chr22	46433069	46433627	559	15	13404
chr22	46449294	46450001	708	15	13405
chr22	50465846	50466505	660	15	13406
chr3	3728250	3728829	580	15	13407
chr3	9351601	9352097	497	15	13408
chr3	10800397	10800923	527	15	13409
chr3	19406933	19407416	484	15	13410
chr3	24446434	24447000	567	15	13411
chr3	24669965	24670509	545	15	13412
chr3	24699354	24699951	598	15	13413
chr3	28665495	28666009	515	15	13414
chr3	37125299	37125899	601	15	13415
chr3	39167121	39167773	653	15	13416
chr3	39222100	39222692	593	15	13417
chr3	52170557	52171149	593	15	13418
chr3	54371849	54372449	601	15	13419
chr3	55663412	55663949	538	15	13420
chr3	56798969	56799373	405	15	13421
chr3	64779365	64779923	559	15	13422
chr3	68121799	68122347	549	15	13423
chr3	77742349	77742800	452	15	13424
chr3	89552954	89553500	547	15	13425
chr3	103427486	103427950	465	15	13426
chr3	106923025	106923500	476	15	13427
chr3	107961997	107962497	501	15	13428
chr3	113006023	113006522	500	15	13429
chr3	114172586	114173251	666	15	13430
chr3	119255470	119255952	483	15	13431
chr3	120404171	120404734	564	15	13432
chr3	123484699	123485297	599	15	13433
chr3	131899128	131899669	542	15	13434
chr3	131967349	131967819	471	15	13435
chr3	137927852	137928473	622	15	13436
chr3	139723999	139724529	531	15	13437
chr3	146621634	146622152	519	15	13438
chr3	150838149	150838649	501	15	13439
chr3	153936200	153936873	674	15	13440
chr3	160514469	160515047	579	15	13441
chr3	170763101	170763669	569	15	13442
chr3	172102469	172103069	601	15	13443
chr3	172279619	172280075	457	15	13444
chr3	177114299	177114973	675	15	13445
chr3	187782701	187783201	501	15	13446
chr3	190430049	190430647	599	15	13447
chr3	193391650	193392123	474	15	13448
chr3	194588050	194588723	674	15	13449
chr3	195750303	195750773	471	15	13450
chr3	195847534	195848097	564	15	13451
chr4	2537786	2538385	600	15	13452
chr4	5505100	5505605	506	15	13453
chr4	6697390	6697905	516	15	13454
chr4	10264136	10264598	463	15	13455
chr4	16058585	16059150	566	15	13456
chr4	21344653	21345100	448	15	13457
chr4	24599300	24600037	738	15	13458
chr4	38207736	38208284	549	15	13459
chr4	40478384	40478950	567	15	13460
chr4	40553100	40553765	666	15	13461
chr4	44878584	44879122	539	15	13462
chr4	48424686	48425287	602	15	13463
chr4	62787550	62788100	551	15	13464
chr4	70296540	70296915	376	15	13465
chr4	71644657	71645250	594	15	13466
chr4	74796034	74796487	454	15	13467
chr4	85572545	85572955	411	15	13468
chr4	86516334	86516750	417	15	13469
chr4	87927835	87928537	703	15	13470
chr4	88196422	88196955	534	15	13471
chr4	89515087	89515534	448	15	13472
chr4	89764398	89764948	551	15	13473
chr4	89776447	89777004	558	15	13474
chr4	102865707	102866272	566	15	13475
chr4	105049692	105050300	609	15	13476
chr4	109193145	109193586	442	15	13477
chr4	110333934	110334405	472	15	13478
chr4	114880305	114880848	544	15	13479
chr4	115021535	115022122	588	15	13480
chr4	117597990	117598522	533	15	13481
chr4	118467235	118467750	516	15	13482
chr4	120002157	120002611	455	15	13483
chr4	129473918	129474500	583	15	13484
chr4	138535605	138536100	496	15	13485
chr4	140941086	140941655	570	15	13486
chr4	144310717	144311185	469	15	13487
chr4	149484787	149485237	451	15	13488
chr4	151634784	151635440	657	15	13489
chr4	153979784	153980315	532	15	13490
chr4	155904822	155905272	451	15	13491
chr4	156597534	156598000	467	15	13492
chr4	159730984	159731870	887	15	13493
chr4	160930834	160931338	505	15	13494
chr4	163696934	163697400	467	15	13495
chr4	164022137	164022684	548	15	13496
chr4	165323697	165324198	502	15	13497
chr4	165910867	165911434	568	15	13498
chr4	169086098	169086557	460	15	13499
chr4	171578800	171579355	556	15	13500
chr4	178692800	178693205	406	15	13501
chr4	186833855	186834537	683	15	13502
chr5	1128334	1129080	747	15	13503
chr5	2550607	2551057	451	15	13504
chr5	5422323	5423068	746	15	13505
chr5	11609857	11610486	630	15	13506
chr5	11791780	11792331	552	15	13507
chr5	11814207	11814736	530	15	13508
chr5	17897794	17898331	538	15	13509
chr5	20229807	20230218	412	15	13510
chr5	38164518	38165280	763	15	13511
chr5	38796147	38796657	511	15	13512
chr5	54763247	54764186	940	15	13513
chr5	57365607	57366101	495	15	13514
chr5	58503780	58504386	607	15	13515
chr5	64362344	64363101	758	15	13516
chr5	65999381	65999936	556	15	13517
chr5	68815073	68815636	564	15	13518
chr5	71252873	71253531	659	15	13519
chr5	76477436	76478081	646	15	13520
chr5	79525207	79525868	662	15	13521
chr5	94377700	94378186	487	15	13522
chr5	95098907	95099481	575	15	13523
chr5	111698031	111698581	551	15	13524
chr5	111966231	111966944	714	15	13525
chr5	113002536	113003131	596	15	13526
chr5	116070036	116070688	653	15	13527
chr5	125758736	125759430	695	15	13528
chr5	135756168	135756680	513	15	13529
chr5	137803407	137804368	962	15	13530
chr5	137901838	137902334	497	15	13531
chr5	147360651	147361095	445	15	13532
chr5	149290597	149291138	542	15	13533
chr5	150661931	150662480	550	15	13534
chr5	154080531	154081186	656	15	13535
chr5	158616130	158616731	602	15	13536
chr5	172203093	172203634	542	15	13537
chr6	2237202	2237790	589	15	13538
chr6	2715940	2716602	663	15	13539
chr6	4770402	4771002	601	15	13540
chr6	5458039	5458696	658	15	13541
chr6	7139267	7139752	486	15	13542
chr6	7196452	7196952	501	15	13543
chr6	11277377	11277939	563	15	13544
chr6	11357586	11358067	482	15	13545
chr6	13725293	13726172	880	15	13546
chr6	15761213	15761727	515	15	13547
chr6	16128902	16129789	888	15	13548
chr6	16568352	16568852	501	15	13549
chr6	19333102	19333602	501	15	13550
chr6	22376952	22377548	597	15	13551
chr6	31802236	31802790	555	15	13552
chr6	32877772	32878352	581	15	13553
chr6	38239890	38240552	663	15	13554
chr6	38516252	38516752	501	15	13555
chr6	42086172	42086824	653	15	13556
chr6	43895583	43896140	558	15	13557
chr6	46963552	46964002	451	15	13558
chr6	51086511	51087067	557	15	13559
chr6	53258902	53259419	518	15	13560
chr6	65214340	65214902	563	15	13561
chr6	75640102	75640648	547	15	13562
chr6	76331702	76332165	464	15	13563
chr6	84411883	84412352	470	15	13564
chr6	84604593	84605116	524	15	13565
chr6	84737390	84738002	613	15	13566
chr6	88678252	88678781	530	15	13567
chr6	91459809	91460402	594	15	13568
chr6	119451027	119451602	576	15	13569
chr6	123774152	123774602	451	15	13570
chr6	126063583	126064052	470	15	13571
chr6	130266574	130267102	529	15	13572
chr6	131970840	131971340	501	15	13573
chr6	134519140	134519652	513	15	13574
chr6	136479468	136479952	485	15	13575
chr6	136659552	136660018	467	15	13576
chr6	147226418	147227090	673	15	13577
chr6	157137583	157138040	458	15	13578
chr6	160559387	160560018	632	15	13579
chr6	161388246	161388752	507	15	13580
chr6	166332827	166333502	676	15	13581
chr6	169182977	169183602	626	15	13582
chr6	170534752	170535318	567	15	13583
chr7	1086474	1087021	548	15	13584
chr7	3067720	3068331	612	15	13585
chr7	3258220	3258821	602	15	13586
chr7	6066021	6066573	553	15	13587
chr7	10308179	10308721	543	15	13588
chr7	16118173	16118725	553	15	13589
chr7	16668525	16669171	647	15	13590
chr7	27068470	27068971	502	15	13591
chr7	27071021	27071775	755	15	13592
chr7	28143720	28144321	602	15	13593
chr7	28626271	28626821	551	15	13594
chr7	42891574	42892073	500	15	13595
chr7	47332420	47332871	452	15	13596
chr7	47797221	47797975	755	15	13597
chr7	64509121	64509727	607	15	13598
chr7	67158829	67159471	643	15	13599
chr7	72101349	72101881	533	15	13600
chr7	72196671	72197373	703	15	13601
chr7	73160671	73161275	605	15	13602
chr7	74049771	74050329	559	15	13603
chr7	75706597	75707271	675	15	13604
chr7	80553425	80554020	596	15	13605
chr7	80599770	80600231	462	15	13606
chr7	82302070	82302481	412	15	13607
chr7	91133470	91134021	552	15	13608
chr7	92573175	92573721	547	15	13609
chr7	96773321	96773871	551	15	13610
chr7	98013571	98014223	653	15	13611
chr7	101543570	101544175	606	15	13612
chr7	104235529	104236323	795	15	13613
chr7	105839471	105839974	504	15	13614
chr7	107178429	107179081	653	15	13615
chr7	107612381	107612924	544	15	13616
chr7	116737979	116738475	497	15	13617
chr7	117693381	117693973	593	15	13618
chr7	117893370	117893975	606	15	13619
chr7	119605221	119605770	550	15	13620
chr7	128864124	128864826	703	15	13621
chr7	134644471	134645025	555	15	13622
chr7	140631671	140632131	461	15	13623
chr7	151234920	151235523	604	15	13624
chr7	151377771	151378281	511	15	13625
chr7	151503270	151503823	554	15	13626
chr7	154633473	154633970	498	15	13627
chr8	6161382	6161989	608	15	13628
chr8	17395016	17395593	578	15	13629
chr8	20487571	20488089	519	15	13630
chr8	22028854	22029334	481	15	13631
chr8	27316549	27317184	636	15	13632
chr8	39945793	39946384	592	15	13633
chr8	40052839	40053415	577	15	13634
chr8	47495396	47495918	523	15	13635
chr8	52138739	52139234	496	15	13636
chr8	60630593	60631218	626	15	13637
chr8	62750082	62750684	603	15	13638
chr8	65943934	65944395	462	15	13639
chr8	75139959	75140493	535	15	13640
chr8	76230093	76230634	542	15	13641
chr8	80802768	80803609	842	15	13642
chr8	81963734	81964140	407	15	13643
chr8	82485972	82486393	422	15	13644
chr8	82687627	82688776	1150	15	13645
chr8	86429539	86429977	439	15	13646
chr8	92945549	92946039	491	15	13647
chr8	94214965	94215562	598	15	13648
chr8	95094293	95094846	554	15	13649
chr8	102400428	102400884	457	15	13650
chr8	117548934	117549446	513	15	13651
chr8	119621393	119621812	420	15	13652
chr8	125119393	125119838	446	15	13653
chr8	125192539	125193082	544	15	13654
chr8	126157434	126158009	576	15	13655
chr8	126265228	126265834	607	15	13656
chr8	128440743	128441334	592	15	13657
chr8	129189093	129189639	547	15	13658
chr9	691760	692242	483	15	13659
chr9	745792	746312	521	15	13660
chr9	2145362	2145936	575	15	13661
chr9	2299113	2299728	616	15	13662
chr9	2817762	2818352	591	15	13663
chr9	6423210	6423685	476	15	13664
chr9	6681160	6681978	819	15	13665
chr9	6757496	6758155	660	15	13666
chr9	7483928	7484436	509	15	13667
chr9	13410478	13411028	551	15	13668
chr9	14337686	14338162	477	15	13669
chr9	21730412	21731012	601	15	13670
chr9	33629132	33629910	779	15	13671
chr9	34503308	34503828	521	15	13672
chr9	74340761	74341286	526	15	13673
chr9	82589010	82589512	503	15	13674
chr9	84339177	84339782	606	15	13675
chr9	88669597	88670162	566	15	13676
chr9	89014863	89015428	566	15	13677
chr9	89951900	89952510	611	15	13678
chr9	94103610	94104179	570	15	13679
chr9	96294473	96295023	551	15	13680
chr9	99637286	99637828	543	15	13681
chr9	102583586	102584262	677	15	13682
chr9	104742661	104743328	668	15	13683
chr9	108912258	108912736	479	15	13684
chr9	110897005	110897512	508	15	13685
chr9	112956462	112956986	525	15	13686
chr9	114682772	114683310	539	15	13687
chr9	116444602	116445260	659	15	13688
chr9	118849411	118849963	553	15	13689
chr9	123697660	123698212	553	15	13690
chr9	127029482	127029986	505	15	13691
chr9	128311762	128312363	602	15	13692
chr9	131370002	131370708	707	15	13693
chr9	132244678	132245452	775	15	13694
chr9	133049886	133050428	543	15	13695
chr9	136008912	136009578	667	15	13696
chrX	2597698	2598252	555	15	13697
chrX	3615399	3616232	834	15	13698
chr1	79092998	79093451	454	15	13699
chrX	9430961	9431449	489	15	13700
chr10	34704211	34704774	564	15	13701
chr10	76353042	76353606	565	15	13702
chr10	111762511	111763578	1068	15	13703
chr11	35448361	35448867	507	15	13704
chr13	36931702	36932376	675	15	13705
chr11	14309745	14310267	523	15	13706
chr14	49945537	49946602	1066	15	13707
chr14	68478209	68478737	529	15	13708
chr2	20327644	20328216	573	15	13709
chr4	15790398	15790907	510	15	13710
chr3	177527947	177528469	523	15	13711
chrX	43664738	43665484	747	15	13712
chr4	57547436	57547857	422	15	13713
chrX	43883494	43884101	608	15	13714
chrX	44826439	44827044	606	15	13715
chrX	46165548	46166048	501	15	13716
chrX	67674487	67675444	958	15	13717
chr8	100717896	100718639	744	15	13718
chrX	81590698	81591464	767	15	13719
chrX	109416488	109417148	661	15	13720
chrX	124631053	124631527	475	15	13721
chr1	2121106	2121895	790	14	13722
chr1	8468016	8468655	640	14	13723
chr1	9604395	9604943	549	14	13724
chr1	10953272	10953763	492	14	13725
chr1	16676179	16676763	585	14	13726
chr1	18482293	18482795	503	14	13727
chr1	18743804	18744263	460	14	13728
chr1	21348651	21349509	859	14	13729
chr1	23778419	23779054	636	14	13730
chr1	25031897	25032672	776	14	13731
chr1	27021801	27022545	745	14	13732
chr1	27757301	27757893	593	14	13733
chr1	31395943	31396463	521	14	13734
chr1	33219208	33220045	838	14	13735
chr1	34108729	34109309	581	14	13736
chr1	35203519	35204151	633	14	13737
chr1	37963279	37963904	626	14	13738
chr1	42778258	42778801	544	14	13739
chr1	48546251	48546754	504	14	13740
chr1	51416151	51416622	472	14	13741
chr1	52657558	52658145	588	14	13742
chr1	54129201	54129708	508	14	13743
chr1	56880395	56880854	460	14	13744
chr1	59517843	59518359	517	14	13745
chr1	64220901	64221351	451	14	13746
chr1	82241179	82241663	485	14	13747
chr1	86045943	86046668	726	14	13748
chr1	95119745	95120472	728	14	13749
chr1	95129272	95130219	948	14	13750
chr1	99792879	99793351	473	14	13751
chr1	101449258	101449729	472	14	13752
chr1	112902844	112903470	627	14	13753
chr1	113592858	113593451	594	14	13754
chr1	116497147	116497613	467	14	13755
chr1	116652495	116653267	773	14	13756
chr1	118685054	118685593	540	14	13757
chr1	119022001	119022405	405	14	13758
chr1	119587951	119588548	598	14	13759
chr1	145281654	145282157	504	14	13760
chr1	162148794	162149319	526	14	13761
chr1	162666001	162666604	604	14	13762
chr1	163954922	163955452	531	14	13763
chr1	164097508	164098097	590	14	13764
chr1	168604372	168605052	681	14	13765
chr1	169554822	169555303	482	14	13766
chr1	170190801	170191355	555	14	13767
chr1	171322443	171323197	755	14	13768
chr1	174932647	174933172	526	14	13769
chr1	175288208	175288804	597	14	13770
chr1	175440108	175440728	621	14	13771
chr1	179820322	179820879	558	14	13772
chr1	180126743	180127302	560	14	13773
chr1	184422572	184423229	658	14	13774
chr1	187722863	187723379	517	14	13775
chr1	188517317	188517805	489	14	13776
chr1	191933143	191933622	480	14	13777
chr1	199550901	199551379	479	14	13778
chr1	204349529	204350063	535	14	13779
chr1	205244193	205244729	537	14	13780
chr1	205585722	205586351	630	14	13781
chr1	208011743	208012272	530	14	13782
