chr	start	end	size	ARtal 	enhid
5	75852330	75852936	607	10	18588
5	78531157	78531831	675	10	18589
5	79516000	79516707	708	10	18590
5	79703273	79703907	635	10	18591
5	82885525	82886084	560	10	18592
5	83427286	83427757	472	10	18593
5	87326457	87327030	574	10	18594
5	88768901	88769381	481	10	18595
5	90190880	90191436	557	10	18596
5	94844130	94844718	589	10	18597
5	95005231	95005680	450	10	18598
5	96565186	96565781	596	10	18599
5	103379786	103380301	516	10	18600
5	103648030	103648534	505	10	18601
5	106907780	106908236	457	10	18602
5	111699881	111700333	453	10	18603
5	113320236	113320786	551	10	18604
5	116981086	116981550	465	10	18605
5	117225207	117225800	594	10	18606
5	119324918	119325436	519	10	18607
5	123995481	123995986	506	10	18608
5	124331168	124331736	569	10	18609
5	124362881	124363388	508	10	18610
5	127590438	127590931	494	10	18611
5	127917731	127918138	408	10	18612
5	130601225	130601636	412	10	18613
5	133205550	133206073	524	10	18614
5	133772573	133773181	609	10	18615
5	135531630	135532200	571	10	18616
5	136729325	136729986	662	10	18617
5	137151038	137151681	644	10	18618
5	137571531	137571973	443	10	18619
5	137804894	137805784	891	10	18620
5	139731107	139731586	480	10	18621
5	140043838	140044486	649	10	18622
5	142254081	142254631	551	10	18623
5	144256481	144256981	501	10	18624
5	145363480	145363981	502	10	18625
5	146622768	146623231	464	10	18626
5	146862707	146863186	480	10	18627
5	150133136	150133751	616	10	18628
5	154224357	154224888	532	10	18629
5	156341130	156341657	528	10	18630
5	157172081	157172580	500	10	18631
5	158271586	158272050	465	10	18632
5	159246950	159247531	582	10	18633
5	162948094	162948586	493	10	18634
5	166163207	166163681	475	10	18635
5	168869368	168869886	519	10	18636
5	172192234	172192681	448	10	18637
5	173314894	173315581	688	10	18638
5	179245880	179246431	552	10	18639
6	796513	796952	440	10	18640
6	7046952	7047606	655	10	18641
6	12137752	12138483	732	10	18642
6	12354672	12355152	481	10	18643
6	14317040	14317640	601	10	18644
6	15213933	15214568	636	10	18645
6	16766239	16766702	464	10	18646
6	23457702	23458188	487	10	18647
6	25659886	25660546	661	10	18648
6	26156396	26157189	794	10	18649
6	29520240	29520702	463	10	18650
6	30456927	30457539	613	10	18651
6	32241190	32241590	401	10	18652
6	33955886	33956493	608	10	18653
6	35011977	35012817	841	10	18654
6	36797590	36798365	776	10	18655
6	38760077	38760593	517	10	18656
6	39791138	39791652	515	10	18657
6	41396015	41396567	553	10	18658
6	44204972	44205740	769	10	18659
6	48861217	48861811	595	10	18660
6	51841036	51841527	492	10	18661
6	53675927	53676427	501	10	18662
6	53915552	53916027	476	10	18663
6	55295402	55295902	501	10	18664
6	64197040	64197483	444	10	18665
6	65170702	65171140	439	10	18666
6	72925977	72926486	510	10	18667
6	82739831	82740463	633	10	18668
6	83448952	83449381	430	10	18669
6	83718363	83718902	540	10	18670
6	84144140	84144690	551	10	18671
6	84526083	84526602	520	10	18672
6	84717052	84717552	501	10	18673
6	86508616	86509068	453	10	18674
6	87986365	87986852	488	10	18675
6	88785752	88786268	517	10	18676
6	92930252	92930852	601	10	18677
6	96331517	96332074	558	10	18678
6	97718331	97718709	379	10	18679
6	106349502	106349952	451	10	18680
6	108878886	108879715	830	10	18681
6	109573431	109573902	472	10	18682
6	111975272	111975783	512	10	18683
6	111978352	111978877	526	10	18684
6	112028948	112029427	480	10	18685
6	116952602	116953116	515	10	18686
6	122280852	122281333	482	10	18687
6	128255698	128256266	569	10	18688
6	128260502	128261086	585	10	18689
6	132567868	132568267	400	10	18690
6	132780548	132781002	455	10	18691
6	134892902	134893348	447	10	18692
6	135127633	135128083	451	10	18693
6	138047240	138047746	507	10	18694
6	138187977	138188569	593	10	18695
6	138571943	138572377	435	10	18696
6	139909177	139909718	542	10	18697
6	143166917	143167383	467	10	18698
6	148639472	148639898	427	10	18699
6	151033390	151034052	663	10	18700
6	154888827	154889352	526	10	18701
6	155302172	155302748	577	10	18702
6	159087640	159088127	488	10	18703
6	166765202	166765718	517	10	18704
6	167867527	167868117	591	10	18705
6	168179189	168179533	345	10	18706
6	168907202	168907686	485	10	18707
6	169277902	169278590	689	10	18708
7	1067776	1068271	496	10	18709
7	1610821	1611373	553	10	18710
7	2235970	2236471	502	10	18711
7	6443371	6443925	555	10	18712
7	7063471	7063971	501	10	18713
7	14134873	14135371	499	10	18714
7	16106681	16107321	641	10	18715
7	20837521	20838379	859	10	18716
7	21180221	21180723	503	10	18717
7	23371820	23372171	352	10	18718
7	25715771	25716171	401	10	18719
7	26817221	26817671	451	10	18720
7	29085321	29085823	503	10	18721
7	30590721	30591225	505	10	18722
7	37011021	37011521	501	10	18723
7	41228079	41228779	701	10	18724
7	47066221	47066671	451	10	18725
7	47079421	47079920	500	10	18726
7	47293875	47294373	499	10	18727
7	48826579	48827121	543	10	18728
7	54608281	54608771	491	10	18729
7	66205370	66205971	602	10	18730
7	66606077	66606674	598	10	18731
7	66663421	66663829	409	10	18732
7	67157371	67157920	550	10	18733
7	67782471	67782921	451	10	18734
7	70064021	70064476	456	10	18735
7	75579820	75580275	456	10	18736
7	77108671	77109275	605	10	18737
7	81488620	81489071	452	10	18738
7	82003271	82003770	500	10	18739
7	86780321	86780831	511	10	18740
7	87904120	87904631	512	10	18741
7	87918781	87919271	491	10	18742
7	88021876	88022379	504	10	18743
7	90531974	90532471	498	10	18744
7	91686620	91687075	456	10	18745
7	91693920	91694425	506	10	18746
7	97367425	97368025	601	10	18747
7	97765171	97765824	654	10	18748
7	97793371	97793871	501	10	18749
7	97913621	97914271	651	10	18750
7	99614899	99615379	481	10	18751
7	100063524	100063975	452	10	18752
7	100755431	100755931	501	10	18753
7	101229673	101230171	499	10	18754
7	101251975	101252573	599	10	18755
7	102633325	102633920	596	10	18756
7	105348370	105348781	412	10	18757
7	107254870	107255321	452	10	18758
7	107425073	107425473	401	10	18759
7	111922471	111923229	759	10	18760
7	114762371	114762825	455	10	18761
7	117024620	117025081	462	10	18762
7	118215431	118215971	541	10	18763
7	120369329	120369873	545	10	18764
7	120663721	120664370	650	10	18765
7	126577175	126577681	507	10	18766
7	128095573	128095979	407	10	18767
7	128868481	128868879	399	10	18768
7	130675121	130675571	451	10	18769
7	130888521	130889075	555	10	18770
7	131009720	131010271	552	10	18771
7	134541420	134541881	462	10	18772
7	139873321	139873771	451	10	18773
7	146380479	146381023	545	10	18774
7	149066625	149067126	502	10	18775
7	150103571	150104325	755	10	18776
7	151710521	151711129	609	10	18777
7	157052621	157053175	555	10	18778
7	158523371	158523981	611	10	18779
8	379125	379695	571	10	18780
8	2627359	2627875	517	10	18781
8	6130234	6130805	572	10	18782
8	6192284	6192895	612	10	18783
8	6746625	6747130	506	10	18784
8	8953343	8953899	557	10	18785
8	12675239	12675739	501	10	18786
8	16020205	16020689	485	10	18787
8	17678684	17679139	456	10	18788
8	18548984	18549434	451	10	18789
8	18864971	18865489	519	10	18790
8	19349178	19349784	607	10	18791
8	19352499	19353128	630	10	18792
8	19557649	19558236	588	10	18793
8	19787379	19787934	556	10	18794
8	25893993	25894532	540	10	18795
8	27460649	27461334	686	10	18796
8	35052680	35053178	499	10	18797
8	37457316	37457859	544	10	18798
8	38794215	38794789	575	10	18799
8	39711599	39712034	436	10	18800
8	39804728	39805345	618	10	18801
8	39943378	39943789	412	10	18802
8	41153632	41154095	464	10	18803
8	41455728	41456245	518	10	18804
8	48920738	48921232	495	10	18805
8	49470334	49470889	556	10	18806
8	52683666	52684180	515	10	18807
8	53252680	53253339	660	10	18808
8	53541838	53542493	656	10	18809
8	59757676	59758122	447	10	18810
8	61329132	61329679	548	10	18811
8	61725289	61725745	457	10	18812
8	64080812	64081299	488	10	18813
8	65769234	65769745	512	10	18814
8	66145978	66146384	407	10	18815
8	75483293	75483799	507	10	18816
8	75742845	75743405	561	10	18817
8	78881148	78881582	435	10	18818
8	85419732	85420195	464	10	18819
8	85627926	85628596	671	10	18820
8	86283832	86284232	401	10	18821
8	87849289	87849784	496	10	18822
8	88597311	88597776	466	10	18823
8	93515796	93516355	560	10	18824
8	97869716	97870149	434	10	18825
8	98938334	98938793	460	10	18826
8	102275843	102276300	458	10	18827
8	102736593	102737146	554	10	18828
8	105429350	105429939	590	10	18829
8	107001895	107002345	451	10	18830
8	108163584	108164050	467	10	18831
8	109635246	109635746	501	10	18832
8	111402372	111402934	563	10	18833
8	111409034	111409443	410	10	18834
8	116285338	116285795	458	10	18835
8	119378088	119378593	506	10	18836
8	123039589	123040045	457	10	18837
8	123624941	123625593	653	10	18838
8	124992143	124992712	570	10	18839
8	134528939	134529509	571	10	18840
8	144980143	144980625	483	10	18841
9	4591086	4591660	575	10	18842
9	13491160	13491486	327	10	18843
9	14096110	14096628	519	10	18844
9	14322160	14322913	754	10	18845
9	14702115	14702650	536	10	18846
9	15008022	15008400	379	10	18847
9	17644296	17644802	507	10	18848
9	21625036	21625528	493	10	18849
9	22386828	22387228	401	10	18850
9	23577552	23578028	477	10	18851
9	24142236	24142762	527	10	18852
9	24210628	24211102	475	10	18853
9	35338562	35338962	401	10	18854
9	36257912	36258467	556	10	18855
9	72330736	72331178	443	10	18856
9	75728610	75729178	569	10	18857
9	79493960	79494536	577	10	18858
9	82577328	82578062	735	10	18859
9	83217129	83217586	458	10	18860
9	84494386	84494928	543	10	18861
9	85534178	85534712	535	10	18862
9	86046663	86047373	711	10	18863
9	86442286	86442786	501	10	18864
9	90013072	90013847	776	10	18865
9	93280862	93281212	351	10	18866
9	95095136	95095578	443	10	18867
9	96091912	96092378	467	10	18868
9	97892263	97892763	501	10	18869
9	103788986	103789528	543	10	18870
9	104318252	104318763	512	10	18871
9	104329852	104330360	509	10	18872
9	109986512	109987029	518	10	18873
9	110279908	110280378	471	10	18874
9	111472297	111473008	712	10	18875
9	116284036	116284558	523	10	18876
9	120708628	120709078	451	10	18877
9	122520592	122521262	671	10	18878
9	123845750	123846212	463	10	18879
9	128105882	128106358	477	10	18880
9	130299436	130299986	551	10	18881
9	130717616	130718128	513	10	18882
9	131057712	131058378	667	10	18883
9	131615178	131615710	533	10	18884
9	132145083	132145752	670	10	18885
9	132790760	132791308	549	10	18886
9	137266828	137267312	485	10	18887
9	139951478	139952078	601	10	18888
X	9371398	9371898	501	10	18889
X	15927127	15927598	472	10	18890
X	39871148	39871888	741	10	18891
X	48455598	48456537	940	10	18892
X	48620379	48620948	570	10	18893
X	54119648	54120198	551	10	18894
X	65106598	65107148	551	10	18895
X	65111468	65112148	681	10	18896
X	96655475	96656048	574	10	18897
X	109256237	109256818	582	10	18898
13	65802793	65803293	501	10	18899
4	144703435	144703803	369	10	18900
X	110419239	110419837	599	10	18901
X	117274511	117275098	588	10	18902
X	124579339	124579908	570	10	18903
X	132783098	132783682	585	10	18904
X	153534089	153534711	623	10	18905
Y	14852130	14852635	506	10	18906
1	8021466	8022145	680	9	18907
1	8229793	8230501	709	9	18908
1	8262353	8263058	706	9	18909
1	8499101	8499597	497	9	18910
1	9046222	9046701	480	9	18911
1	9225048	9225701	654	9	18912
1	9363144	9363701	558	9	18913
1	9591122	9591652	531	9	18914
1	9616079	9616508	430	9	18915
1	10092645	10093105	461	9	18916
1	10853398	10854150	753	9	18917
1	11850752	11851302	551	9	18918
1	12428759	12429251	493	9	18919
1	12609718	12610245	528	9	18920
1	14824254	14824749	496	9	18921
1	15955151	15955613	463	9	18922
1	16162345	16162845	501	9	18923
1	16502308	16502901	594	9	18924
1	17908663	17909195	533	9	18925
1	18420359	18420943	585	9	18926
1	19928951	19929458	508	9	18927
1	20208609	20209201	593	9	18928
1	23141163	23141643	481	9	18929
1	23345601	23346300	700	9	18930
1	25071379	25072059	681	9	18931
1	25338645	25339095	451	9	18932
1	26105745	26106301	557	9	18933
1	26758413	26759009	597	9	18934
1	27026816	27027454	639	9	18935
1	28844509	28845095	587	9	18936
1	31296845	31297501	657	9	18937
1	32787248	32787779	532	9	18938
1	33474243	33474705	463	9	18939
1	34191401	34191898	498	9	18940
1	36019605	36020229	625	9	18941
1	37972307	37972717	411	9	18942
1	39636595	39637201	607	9	18943
1	41703866	41704351	486	9	18944
1	42501195	42502051	857	9	18945
1	43159054	43159722	669	9	18946
1	45712405	45713002	598	9	18947
1	45848854	45849358	505	9	18948
1	45858443	45858851	409	9	18949
1	46109645	46110201	557	9	18950
1	47728547	47729104	558	9	18951
1	47788343	47788701	359	9	18952
1	48216801	48217345	545	9	18953
1	50050345	50051008	664	9	18954
1	50646699	50647169	471	9	18955
1	52421479	52421851	373	9	18956
1	52423343	52423859	517	9	18957
1	54738802	54739451	650	9	18958
1	58610393	58610901	509	9	18959
1	59727019	59727522	504	9	18960
1	60358458	60359105	648	9	18961
1	61206301	61206815	515	9	18962
1	64627419	64627872	454	9	18963
1	66223819	66224343	525	9	18964
1	66743566	66744022	457	9	18965
1	66748558	66748908	351	9	18966
1	66756945	66757529	585	9	18967
1	69525901	69526302	402	9	18968
1	75948472	75948972	501	9	18969
1	78222554	78223151	598	9	18970
1	81563463	81563995	533	9	18971
1	82335048	82335513	466	9	18972
1	83336251	83336658	408	9	18973
1	84219872	84220429	558	9	18974
1	87061658	87062151	494	9	18975
1	90397451	90397945	495	9	18976
1	95055922	95056451	530	9	18977
1	95268943	95269557	615	9	18978
1	96194905	96195322	418	9	18979
1	97455145	97455651	507	9	18980
1	98263322	98263722	401	9	18981
1	98895552	98896008	457	9	18982
1	100113098	100114013	916	9	18983
1	100128229	100128701	473	9	18984
1	100431229	100431729	501	9	18985
1	100916851	100917351	501	9	18986
1	100928279	100928769	491	9	18987
1	101754151	101754595	445	9	18988
1	109509443	109510022	580	9	18989
1	109658872	109659354	483	9	18990
1	111901647	111902113	467	9	18991
1	111948843	111949329	487	9	18992
1	115945269	115945719	451	9	18993
1	116864393	116864843	451	9	18994
1	116867045	116867519	475	9	18995
1	117175179	117175658	480	9	18996
1	117555801	117556266	466	9	18997
1	118389422	118390108	687	9	18998
1	119145047	119145497	451	9	18999
1	120307845	120308647	803	9	19000
1	120318952	120319604	653	9	19001
1	145208919	145209267	349	9	19002
1	145285747	145286151	405	9	19003
1	146713804	146714363	560	9	19004
1	149910858	149911472	615	9	19005
1	151486895	151487372	478	9	19006
1	152171479	152171954	476	9	19007
1	153755809	153756450	642	9	19008
1	154616372	154616758	387	9	19009
1	154696401	154696854	454	9	19010
1	156433607	156434443	837	9	19011
1	157102329	157102929	601	9	19012
1	161794355	161794855	501	9	19013
1	162391029	162391601	573	9	19014
1	164799958	164800651	694	9	19015
1	166578922	166579422	501	9	19016
1	167683547	167684350	804	9	19017
1	169154851	169155379	529	9	19018
1	172945547	172946029	483	9	19019
1	177867251	177867747	497	9	19020
1	178920745	178921166	422	9	19021
1	181071344	181072004	661	9	19022
1	182856751	182857201	451	9	19023
1	184295345	184295872	528	9	19024
1	188515877	188516351	475	9	19025
1	199790452	199790952	501	9	19026
1	203830513	203831079	567	9	19027
1	205288608	205289170	563	9	19028
1	205534843	205535429	587	9	19029
1	205551272	205551819	548	9	19030
1	206227929	206228479	551	9	19031
1	207992201	207992654	454	9	19032
1	208121663	208122113	451	9	19033
1	208711924	208712447	524	9	19034
1	209700772	209701302	531	9	19035
1	210709793	210710362	570	9	19036
1	211606593	211607129	537	9	19037
1	215713449	215713951	503	9	19038
1	217178693	217179172	480	9	19039
1	217182643	217183093	451	9	19040
1	219540801	219541272	472	9	19041
1	220083901	220084449	549	9	19042
1	220988729	220989249	521	9	19043
1	221480547	221481093	547	9	19044
1	223927558	223928169	612	9	19045
1	225071998	225072504	507	9	19046
1	226008595	226008867	273	9	19047
1	228674600	228675229	630	9	19048
1	231522301	231522819	519	9	19049
1	232409801	232410302	502	9	19050
1	233936705	233937204	500	9	19051
1	234509047	234509459	413	9	19052
1	235242779	235243513	735	9	19053
1	235494698	235495101	404	9	19054
1	237811797	237812258	462	9	19055
1	239552993	239553451	459	9	19056
1	240690863	240691379	517	9	19057
1	240816229	240816747	519	9	19058
1	242402593	242403122	530	9	19059
1	243561143	243561622	480	9	19060
1	244001422	244001901	480	9	19061
1	244374897	244375358	462	9	19062
1	244857845	244858405	561	9	19063
1	247016697	247017355	659	9	19064
1	248843951	248844472	522	9	19065
10	1474339	1474912	574	9	19066
10	1536372	1536856	485	9	19067
10	3824484	3825070	587	9	19068
10	4239190	4239709	520	9	19069
10	5805752	5806239	488	9	19070
10	13750689	13751121	433	9	19071
10	13898459	13898924	466	9	19072
10	17724412	17724904	493	9	19073
10	19641235	19641762	528	9	19074
10	21174628	21175089	462	9	19075
10	22473039	22473459	421	9	19076
10	27371962	27372527	566	9	19077
10	29546011	29546572	562	9	19078
10	32225809	32226409	601	9	19079
10	32337109	32337659	551	9	19080
10	34623788	34624290	503	9	19081
10	34827238	34827789	552	9	19082
10	36066959	36067472	514	9	19083
10	44976374	44976862	489	9	19084
10	44996600	44997020	421	9	19085
10	52344819	52345338	520	9	19086
10	61844859	61845370	512	9	19087
10	62027569	62028072	504	9	19088
10	62939212	62939790	579	9	19089
10	65024519	65025009	491	9	19090
10	76447709	76448159	451	9	19091
10	77887090	77887659	570	9	19092
10	78011709	78012295	587	9	19093
10	79014656	79015317	662	9	19094
10	79246100	79246600	501	9	19095
10	79649054	79649450	397	9	19096
10	80245300	80245842	543	9	19097
10	80261190	80261704	515	9	19098
10	88694538	88694959	422	9	19099
10	89994074	89994574	501	9	19100
10	90208972	90209477	506	9	19101
10	90742995	90743440	446	9	19102
10	91654700	91655309	610	9	19103
10	91784645	91785162	518	9	19104
10	94026850	94027459	610	9	19105
10	94492238	94492659	422	9	19106
10	95469978	95470400	423	9	19107
10	95786845	95787312	468	9	19108
10	97033206	97033800	595	9	19109
10	97148304	97148712	409	9	19110
10	97968640	97969159	520	9	19111
10	98561306	98561623	318	9	19112
10	98664339	98664862	524	9	19113
10	102149709	102150206	498	9	19114
10	103911765	103912209	445	9	19115
10	105602348	105602839	492	9	19116
10	109475339	109475900	562	9	19117
10	114118774	114119118	345	9	19118
10	114571578	114572150	573	9	19119
10	115509439	115509922	484	9	19120
10	115973300	115973812	513	9	19121
10	116018089	116018559	471	9	19122
10	120485512	120486050	539	9	19123
10	120896954	120897350	397	9	19124
10	122811350	122811850	501	9	19125
10	122814400	122814850	451	9	19126
10	123594759	123595262	504	9	19127
10	123754060	123755009	950	9	19128
10	130653140	130653838	699	9	19129
10	134493488	134493962	475	9	19130
11	518396	519112	717	9	19131
11	2114213	2114695	483	9	19132
11	7618834	7619312	479	9	19133
11	9160346	9160962	617	9	19134
11	10545967	10546496	530	9	19135
11	10548712	10549408	697	9	19136
11	11370535	11370946	412	9	19137
11	14051546	14052036	491	9	19138
11	15790630	15791302	673	9	19139
11	16940013	16940512	500	9	19140
11	22968115	22968606	492	9	19141
11	23149162	23149667	506	9	19142
11	23258461	23258914	454	9	19143
11	32464879	32465462	584	9	19144
11	32912412	32912817	406	9	19145
11	33766112	33766612	501	9	19146
11	34557664	34558161	498	9	19147
11	35922899	35923486	588	9	19148
11	42636386	42636879	494	9	19149
11	42845554	42846049	496	9	19150
11	45921156	45921684	529	9	19151
11	48107934	48108496	563	9	19152
11	51579470	51579762	293	9	19153
11	57245084	57245746	663	9	19154
11	58923396	58924021	626	9	19155
11	60149711	60150245	535	9	19156
11	60932462	60933196	735	9	19157
11	61300896	61301384	489	9	19158
11	64072689	64073212	524	9	19159
11	64863493	64864234	742	9	19160
11	65018845	65019361	517	9	19161
11	67195602	67196154	553	9	19162
11	67895680	67896562	883	9	19163
11	68175895	68176462	568	9	19164
11	68673398	68673912	515	9	19165
11	68890096	68890661	566	9	19166
11	70917212	70917746	535	9	19167
11	71792987	71793484	498	9	19168
11	73969054	73969612	559	9	19169
11	74999954	75000656	703	9	19170
11	75227512	75228095	584	9	19171
11	76706267	76706712	446	9	19172
11	82867719	82868335	617	9	19173
11	83203004	83203464	461	9	19174
11	84123062	84123711	650	9	19175
11	85955512	85956404	893	9	19176
11	86258767	86259330	564	9	19177
11	86839399	86839864	466	9	19178
11	90191665	90192308	644	9	19179
11	102150567	102151052	486	9	19180
11	106876796	106877217	422	9	19181
11	107279511	107279896	386	9	19182
11	111180112	111180595	484	9	19183
11	112096780	112097434	655	9	19184
11	112435067	112435647	581	9	19185
11	114104246	114104817	572	9	19186
11	115292304	115292998	695	9	19187
11	117049279	117049704	426	9	19188
11	117912534	117913217	684	9	19189
11	118185634	118186154	521	9	19190
11	120187396	120187962	567	9	19191
11	121002812	121003380	569	9	19192
11	125208326	125208896	571	9	19193
11	125788912	125789467	556	9	19194
11	127498012	127498497	486	9	19195
11	133252254	133252726	473	9	19196
11	134200662	134201126	465	9	19197
12	417622	418081	460	9	19198
12	1240859	1241438	580	9	19199
12	2398672	2399200	529	9	19200
12	2647122	2647700	579	9	19201
12	2717081	2717575	495	9	19202
12	2873517	2873954	438	9	19203
12	3343022	3343609	588	9	19204
12	3528050	3528575	526	9	19205
12	3925117	3925622	506	9	19206
12	3951665	3952218	554	9	19207
12	6256118	6256588	471	9	19208
12	6335104	6335857	754	9	19209
12	6493004	6493458	455	9	19210
12	12327472	12328045	574	9	19211
12	16484922	16485354	433	9	19212
12	21120681	21121104	424	9	19213
12	21693119	21693572	454	9	19214
12	24628325	24628850	526	9	19215
12	26864054	26864538	485	9	19216
12	26916750	26917304	555	9	19217
12	27832075	27832532	458	9	19218
12	30859304	30859850	547	9	19219
12	32424298	32424800	503	9	19220
12	42317081	42317518	438	9	19221
12	46603770	46604325	556	9	19222
12	49262872	49263425	554	9	19223
12	50950054	50950519	466	9	19224
12	52438154	52438659	506	9	19225
12	53869317	53869904	588	9	19226
12	53886722	53887420	699	9	19227
12	53904182	53904693	512	9	19228
12	54781300	54781825	526	9	19229
12	55275707	55276304	598	9	19230
12	55824117	55824649	533	9	19231
12	56435558	56436050	493	9	19232
12	59270866	59271413	548	9	19233
12	59781950	59782367	418	9	19234
12	63304457	63304919	463	9	19235
12	63360625	63360981	357	9	19236
12	64797772	64798257	486	9	19237
12	65019118	65020072	955	9	19238
12	70465969	70466382	414	9	19239
12	72189554	72190100	547	9	19240
12	76510798	76511225	428	9	19241
12	79926750	79927200	451	9	19242
12	80053622	80054150	529	9	19243
12	81540454	81541116	663	9	19244
12	81912369	81912822	454	9	19245
12	89557670	89558132	463	9	19246
12	90103075	90103809	735	9	19247
12	91251954	91252400	447	9	19248
12	91829059	91829568	510	9	19249
12	91923674	91924064	391	9	19250
12	92320601	92321117	517	9	19251
12	92538107	92538700	594	9	19252
12	92706672	92707139	468	9	19253
12	93603350	93603825	476	9	19254
12	93628450	93628950	501	9	19255
12	93964566	93965264	699	9	19256
12	94170922	94171372	451	9	19257
12	94453650	94454231	582	9	19258
12	95268666	95269072	407	9	19259
12	96789804	96790275	472	9	19260
12	102242072	102242600	529	9	19261
12	103174122	103174572	451	9	19262
12	103313972	103314538	567	9	19263
12	103770339	103770704	366	9	19264
12	104607650	104608125	476	9	19265
12	105018725	105019232	508	9	19266
12	107167868	107168454	587	9	19267
12	112211589	112212222	634	9	19268
12	112690008	112690431	424	9	19269
12	113416699	113417272	574	9	19270
12	115063000	115063657	658	9	19271
12	115750670	115751117	448	9	19272
12	116947250	116947704	455	9	19273
12	117030150	117030650	501	9	19274
12	118774967	118775568	602	9	19275
12	120148807	120149322	516	9	19276
12	120832301	120832775	475	9	19277
12	122391572	122392009	438	9	19278
12	122516222	122516722	501	9	19279
12	122884722	122885381	660	9	19280
12	122912375	122912754	380	9	19281
12	123142972	123143425	454	9	19282
12	124671422	124671872	451	9	19283
12	124988900	124989520	621	9	19284
12	126475238	126475718	481	9	19285
12	131370572	131371022	451	9	19286
13	21588740	21589474	735	9	19287
13	24370585	24371114	530	9	19288
13	26069066	26069526	461	9	19289
13	26975557	26976126	570	9	19290
13	36194025	36194465	441	9	19291
13	39816636	39817066	431	9	19292
13	41639322	41639927	606	9	19293
13	45529435	45529987	553	9	19294
13	45942722	45943175	454	9	19295
13	46014616	46015226	611	9	19296
13	47140043	47140624	582	9	19297
13	50349625	50350107	483	9	19298
13	52493533	52494126	594	9	19299
13	54182822	54183383	562	9	19300
13	57343365	57343927	563	9	19301
13	62876475	62876952	478	9	19302
13	65727266	65727726	461	9	19303
13	67290675	67291175	501	9	19304
13	71879043	71879625	583	9	19305
13	73784322	73784775	454	9	19306
13	73929225	73929752	528	9	19307
13	74039325	74039925	601	9	19308
13	76334526	76335066	541	9	19309
13	77745626	77746053	428	9	19310
13	77880675	77881197	523	9	19311
13	77961523	77962076	554	9	19312
13	78011403	78011837	435	9	19313
13	93329726	93330270	545	9	19314
13	98803151	98803725	575	9	19315
13	98978033	98978614	582	9	19316
13	99083151	99083735	585	9	19317
13	99612440	99613137	698	9	19318
13	100554833	100555390	558	9	19319
13	104796233	104796693	461	9	19320
13	105907822	105908276	455	9	19321
13	106116227	106116883	657	9	19322
13	106656026	106656475	450	9	19323
13	107240115	107240625	511	9	19324
13	107476770	107477247	478	9	19325
13	108990326	108990883	558	9	19326
13	109207290	109207733	444	9	19327
13	110638716	110639222	507	9	19328
13	114523875	114524620	746	9	19329
13	115025577	115025940	364	9	19330
14	22565337	22565745	409	9	19331
14	24485754	24486209	456	9	19332
14	25482904	25483449	546	9	19333
14	26434649	26435054	406	9	19334
14	26702207	26702754	548	9	19335
14	29428357	29428854	498	9	19336
14	37437054	37437599	546	9	19337
14	37882849	37883437	589	9	19338
14	38057299	38057949	651	9	19339
14	38699859	38700354	496	9	19340
14	39172776	39173309	534	9	19341
14	40240399	40240887	489	9	19342
14	49374481	49374952	472	9	19343
14	50866452	50867157	706	9	19344
14	58181067	58181559	493	9	19345
14	60715689	60716041	353	9	19346
14	61153536	61154082	547	9	19347
14	61887937	61888287	351	9	19348
14	62161752	62162395	644	9	19349
14	62458654	62459199	546	9	19350
14	65163182	65163659	478	9	19351
14	65453476	65453982	507	9	19352
14	67906904	67907559	656	9	19353
14	68163536	68164199	664	9	19354
14	69612604	69613087	484	9	19355
14	73918099	73918567	469	9	19356
14	73957354	73958049	696	9	19357
14	74141749	74142254	506	9	19358
14	75760249	75761232	984	9	19359
14	75936532	75937154	623	9	19360
14	76298145	76298804	660	9	19361
14	80914487	80915008	522	9	19362
14	83346504	83346939	436	9	19363
14	84734362	84734849	488	9	19364
14	85766404	85766899	496	9	19365
14	88059287	88059761	475	9	19366
14	89792804	89793208	405	9	19367
14	90863052	90863599	548	9	19368
14	90975199	90975731	533	9	19369
14	90981882	90982354	473	9	19370
14	91631026	91631533	508	9	19371
14	94537099	94537604	506	9	19372
14	97152476	97152954	479	9	19373
14	100329886	100330417	532	9	19374
14	104095252	104095762	511	9	19375
14	104301228	104301704	477	9	19376
14	106985410	106986252	843	9	19377
14	107005076	107005526	451	9	19378
15	30018772	30019311	540	9	19379
15	31451358	31451893	536	9	19380
15	32267861	32268418	558	9	19381
15	35008293	35008865	573	9	19382
15	36767797	36768233	437	9	19383
15	38508872	38509473	602	9	19384
15	39740521	39741008	488	9	19385
15	41186355	41187008	654	9	19386
15	42470275	42470708	434	9	19387
15	43568193	43568772	580	9	19388
15	44301865	44302322	458	9	19389
15	45879064	45880150	1087	9	19390
15	45952521	45953072	552	9	19391
15	49200608	49201172	565	9	19392
15	51157622	51158150	529	9	19393
15	59462368	59462934	567	9	19394
15	59774800	59775412	613	9	19395
15	60740764	60741250	487	9	19396
15	62437222	62437768	547	9	19397
15	62720350	62720908	559	9	19398
15	63188986	63189571	586	9	19399
15	68215336	68215868	533	9	19400
15	68762118	68762705	588	9	19401
15	70261900	70262400	501	9	19402
15	71009725	71010222	498	9	19403
15	71631164	71631622	459	9	19404
15	72460649	72461155	507	9	19405
15	74838322	74839000	679	9	19406
15	74840383	74840972	590	9	19407
15	75771906	75772550	645	9	19408
15	75939215	75939673	459	9	19409
